Name,Email,Major
Johnny Test34318,jt34318@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test845,jt845@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test31810,jt31810@illinois.edu,"Advertising, BS"
Johnny Test37421,jt37421@illinois.edu,"South Asian & Middle Eastern Studies, MA"
Johnny Test29275,jt29275@illinois.edu,"African American Studies, BALAS"
Johnny Test53227,jt53227@illinois.edu,"Ecology, Evolution, & Conservation Biology, MS"
Johnny Test20071,jt20071@illinois.edu,"Finance + Data Science, BS"
Johnny Test22447,jt22447@illinois.edu,"Teaching of French, BA"
Johnny Test21715,jt21715@illinois.edu,"Interdisciplinary Health Sciences, BS"
Johnny Test31692,jt31692@illinois.edu,"English, BALAS"
Johnny Test48358,jt48358@illinois.edu,"Curriculum & Instruction, MA"
Johnny Test40379,jt40379@illinois.edu,"Landscape Architecture, PhD"
Johnny Test3589,jt3589@illinois.edu,"Computer Science + Economics, BSLAS"
Johnny Test45225,jt45225@illinois.edu,"French, PhD"
Johnny Test43956,jt43956@illinois.edu,"Information Management, MS"
Johnny Test23911,jt23911@illinois.edu,"French, BALAS"
Johnny Test7148,jt7148@illinois.edu,"Atmospheric Sciences, BSLAS"
Johnny Test34250,jt34250@illinois.edu,"Creative Writing, BALAS"
Johnny Test12163,jt12163@illinois.edu,"Astronomy + Data Science, BSLAS"
Johnny Test53594,jt53594@illinois.edu,"Theatre, MFA"
Johnny Test40661,jt40661@illinois.edu,"Teaching of Biological Science, MS"
Johnny Test11537,jt11537@illinois.edu,"Economics, BALAS"
Johnny Test18075,jt18075@illinois.edu,"Asian American Studies, BALAS"
Johnny Test14108,jt14108@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test1171,jt1171@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test252,jt252@illinois.edu,"Computer Science + Advertising, BS"
Johnny Test45390,jt45390@illinois.edu,"Portuguese, PhD"
Johnny Test32601,jt32601@illinois.edu,"Brain & Cognitive Science, BSLAS"
Johnny Test41269,jt41269@illinois.edu,"Agricultural & Applied Economics, PhD"
Johnny Test25557,jt25557@illinois.edu,"French, BALAS"
Johnny Test13227,jt13227@illinois.edu,"Creative Writing, BALAS"
Johnny Test51615,jt51615@illinois.edu,"Comparative Literature, MA"
Johnny Test45024,jt45024@illinois.edu,"Anthropology, MA"
Johnny Test18803,jt18803@illinois.edu,"Teaching of French, BA"
Johnny Test32834,jt32834@illinois.edu,"Teaching of German, BA"
Johnny Test3029,jt3029@illinois.edu,"Computer Engineering, BS"
Johnny Test8871,jt8871@illinois.edu,"Sustainability in Food & Environmental Systems, BS"
Johnny Test48122,jt48122@illinois.edu,"Dance, MFA"
Johnny Test6998,jt6998@illinois.edu,"Statistics, BSLAS"
Johnny Test34387,jt34387@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test12776,jt12776@illinois.edu,"Asian American Studies, BALAS"
Johnny Test27806,jt27806@illinois.edu,"Finance + Data Science, BS"
Johnny Test23295,jt23295@illinois.edu,"Atmospheric Sciences, BSLAS"
Johnny Test20817,jt20817@illinois.edu,"Studio Art, BFASA"
Johnny Test46542,jt46542@illinois.edu,"Music, AD"
Johnny Test5967,jt5967@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test18177,jt18177@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test32082,jt32082@illinois.edu,"Crop Sciences, BS"
Johnny Test49867,jt49867@illinois.edu,"Astronomy, MS"
Johnny Test30055,jt30055@illinois.edu,"Recreation, Sport & Tourism, BS"
Johnny Test3481,jt3481@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test46674,jt46674@illinois.edu,"Biochemistry, PhD"
Johnny Test27768,jt27768@illinois.edu,"Religion, BALAS"
Johnny Test37704,jt37704@illinois.edu,"Rehabilitation, MS"
Johnny Test47211,jt47211@illinois.edu,"History, PhD"
Johnny Test15930,jt15930@illinois.edu,"Sociology, BALAS"
Johnny Test33167,jt33167@illinois.edu,"Anthropology, BALAS"
Johnny Test52466,jt52466@illinois.edu,"Actuarial Science, MS"
Johnny Test13700,jt13700@illinois.edu,"Studio Art, BASA"
Johnny Test35219,jt35219@illinois.edu,"Finance, BS"
Johnny Test3765,jt3765@illinois.edu,"Statistics & Computer Science, BSLAS"
Johnny Test18669,jt18669@illinois.edu,"Chemistry, BSLAS"
Johnny Test38106,jt38106@illinois.edu,"Biochemistry, PhD"
Johnny Test46007,jt46007@illinois.edu,"Italian, PhD"
Johnny Test45786,jt45786@illinois.edu,"South Asian & Middle Eastern Studies, MA"
Johnny Test51677,jt51677@illinois.edu,"Physics, MS"
Johnny Test45132,jt45132@illinois.edu,"Pathobiology, PhD"
Johnny Test14512,jt14512@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test40300,jt40300@illinois.edu,"Elementary Education, EdM"
Johnny Test54958,jt54958@illinois.edu,"Communication, PhD"
Johnny Test17782,jt17782@illinois.edu,"Italian, BALAS"
Johnny Test40997,jt40997@illinois.edu,"Slavic Languages & Literatures, PhD"
Johnny Test14792,jt14792@illinois.edu,"Dance, BA"
Johnny Test7651,jt7651@illinois.edu,"Secondary Education, BS"
Johnny Test42296,jt42296@illinois.edu,"VMS - Comparative Biosciences, PhD"
Johnny Test22917,jt22917@illinois.edu,"Aerospace Engineering, BS"
Johnny Test44466,jt44466@illinois.edu,"Schools Specialization, CAS"
Johnny Test8544,jt8544@illinois.edu,"Linguistics, BALAS"
Johnny Test35741,jt35741@illinois.edu,Art Undeclared
Johnny Test450,jt450@illinois.edu,"Computer Engineering, BS"
Johnny Test50106,jt50106@illinois.edu,"Finance, PhD"
Johnny Test42205,jt42205@illinois.edu,"Mathematics, PhD"
Johnny Test6399,jt6399@illinois.edu,"Secondary Education, BS"
Johnny Test28373,jt28373@illinois.edu,"Political Science, BALAS"
Johnny Test38686,jt38686@illinois.edu,"Curriculum & Instruction, MS"
Johnny Test5114,jt5114@illinois.edu,"Bioinformatics, MS"
Johnny Test32341,jt32341@illinois.edu,"Industrial Engineering, BS"
Johnny Test49643,jt49643@illinois.edu,"Biomedical Image Computing, MS"
Johnny Test41890,jt41890@illinois.edu,"Comparative Literature, PhD"
Johnny Test36152,jt36152@illinois.edu,"Slavic Studies, BALAS"
Johnny Test25392,jt25392@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test41073,jt41073@illinois.edu,"Health Administration, MHA"
Johnny Test30281,jt30281@illinois.edu,"French, BALAS"
Johnny Test8069,jt8069@illinois.edu,"Supply Chain Management, BS"
Johnny Test5282,jt5282@illinois.edu,"Computer Science, MS"
Johnny Test19440,jt19440@illinois.edu,"Geology, BSLAS"
Johnny Test41265,jt41265@illinois.edu,"Cell and Developmental Biology, PhD"
Johnny Test30582,jt30582@illinois.edu,"Mechanical Engineering, BS"
Johnny Test30321,jt30321@illinois.edu,"Agronomy, BS"
Johnny Test17027,jt17027@illinois.edu,"Management, BS"
Johnny Test49010,jt49010@illinois.edu,"Entomology, MS"
Johnny Test11050,jt11050@illinois.edu,"Italian, BALAS"
Johnny Test41613,jt41613@illinois.edu,"Business Analytics, MS"
Johnny Test54887,jt54887@illinois.edu,"Religion, MA"
Johnny Test37335,jt37335@illinois.edu,"Nutritional Sciences, MS"
Johnny Test6370,jt6370@illinois.edu,"Studio Art, BFASA"
Johnny Test36958,jt36958@illinois.edu,"Materials Science & Engineering, BS"
Johnny Test30377,jt30377@illinois.edu,"Engineering Technology & Management for Agricultural Systems, BS"
Johnny Test52131,jt52131@illinois.edu,"Classical Philology, PhD"
Johnny Test38125,jt38125@illinois.edu,"Geography, MA"
Johnny Test22238,jt22238@illinois.edu,"Neural Engineering, BS"
Johnny Test44202,jt44202@illinois.edu,"Civil Engineering, PhD"
Johnny Test44961,jt44961@illinois.edu,"East Asian Languages & Cultures, MA"
Johnny Test38228,jt38228@illinois.edu,"Biophysics & Quantitative Biology, PhD"
Johnny Test1113,jt1113@illinois.edu,"Computer Science + Philosophy, BSLAS"
Johnny Test13396,jt13396@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test20829,jt20829@illinois.edu,"Electrical Engineering, BS"
Johnny Test21945,jt21945@illinois.edu,"Architectural Studies, BS"
Johnny Test26587,jt26587@illinois.edu,"Open Studies, BMUS"
Johnny Test44969,jt44969@illinois.edu,"Business Administration, MS (see Management, MS)"
Johnny Test24500,jt24500@illinois.edu,"Agricultural & Biological Engineering, BS"
Johnny Test22216,jt22216@illinois.edu,"Voice, BMUS"
Johnny Test42235,jt42235@illinois.edu,"Agricultural & Applied Economics, PhD"
Johnny Test26429,jt26429@illinois.edu,"Spanish (Teaching), BA"
Johnny Test51132,jt51132@illinois.edu,"Management, MS"
Johnny Test38239,jt38239@illinois.edu,"Mechanical Engineering, MS"
Johnny Test24130,jt24130@illinois.edu,"Italian, BALAS"
Johnny Test50022,jt50022@illinois.edu,"Agricultural & Biological Engineering, MS"
Johnny Test36872,jt36872@illinois.edu,"Finance, BS"
Johnny Test37122,jt37122@illinois.edu,"Comparative Literature, MA"
Johnny Test20140,jt20140@illinois.edu,"Social Work, BSW"
Johnny Test7124,jt7124@illinois.edu,"Italian, BALAS"
Johnny Test46411,jt46411@illinois.edu,"Classical Philology, PhD"
Johnny Test797,jt797@illinois.edu,"Computer Science + Physics, BS"
Johnny Test42452,jt42452@illinois.edu,"Art Education, EdM"
Johnny Test44735,jt44735@illinois.edu,"Microbiology, MS"
Johnny Test3894,jt3894@illinois.edu,"Computer Science + Astronomy, BSLAS"
Johnny Test15462,jt15462@illinois.edu,"Studio Art, BASA"
Johnny Test28578,jt28578@illinois.edu,"Molecular & Cellular Biology, BSLAS"
Johnny Test51315,jt51315@illinois.edu,"Sustainable Urban Design, MSUD"
Johnny Test31634,jt31634@illinois.edu,"Jazz Performance, BMUS"
Johnny Test43220,jt43220@illinois.edu,"Art Education, EdM"
Johnny Test4070,jt4070@illinois.edu,"Computer Science, PhD"
Johnny Test35251,jt35251@illinois.edu,"Linguistics and Teaching English as a Second Language (TESL), BALAS"
Johnny Test32962,jt32962@illinois.edu,"Econometrics & Quantitative Economics, BSLAS"
Johnny Test2284,jt2284@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test26407,jt26407@illinois.edu,"Athletic Training, BS"
Johnny Test31081,jt31081@illinois.edu,"Management, BS"
Johnny Test30487,jt30487@illinois.edu,"Nutrition and Health, BS"
Johnny Test7920,jt7920@illinois.edu,"Interdisciplinary Health Sciences, BS"
Johnny Test42493,jt42493@illinois.edu,"Art History, PhD"
Johnny Test45549,jt45549@illinois.edu,"Health Technology, MS"
Johnny Test14966,jt14966@illinois.edu,"Music, BA"
Johnny Test18291,jt18291@illinois.edu,"Sustainability in Food & Environmental Systems, BS"
Johnny Test46418,jt46418@illinois.edu,"Statistics, PhD"
Johnny Test54950,jt54950@illinois.edu,"Finance, PhD"
Johnny Test21843,jt21843@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test20991,jt20991@illinois.edu,"Spanish, BALAS"
Johnny Test30812,jt30812@illinois.edu,"Environmental Engineering, BS"
Johnny Test35222,jt35222@illinois.edu,"Middle Grades Education, BS"
Johnny Test1792,jt1792@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test52142,jt52142@illinois.edu,"Business Administration, MBA (Online iMBA)"
Johnny Test45539,jt45539@illinois.edu,"Law, LLM"
Johnny Test28992,jt28992@illinois.edu,"Kinesiology, BS"
Johnny Test10988,jt10988@illinois.edu,"Chemistry, BS"
Johnny Test32192,jt32192@illinois.edu,"Aerospace Engineering, BS"
Johnny Test38194,jt38194@illinois.edu,"VMS - Comparative Biosciences, PhD"
Johnny Test12169,jt12169@illinois.edu,"Industrial Design, BFA"
Johnny Test28817,jt28817@illinois.edu,"Open Studies, BMUS"
Johnny Test46753,jt46753@illinois.edu,"Chemistry, PhD"
Johnny Test22885,jt22885@illinois.edu,"Human Development & Family Studies, BS"
Johnny Test38210,jt38210@illinois.edu,"Human Development & Family Studies, MS"
Johnny Test30972,jt30972@illinois.edu,"Biochemistry, BS"
Johnny Test15830,jt15830@illinois.edu,"Food Science, BS"
Johnny Test17315,jt17315@illinois.edu,"Neural Engineering, BS"
Johnny Test28434,jt28434@illinois.edu,"Agricultural & Biological Engineering, BS"
Johnny Test15128,jt15128@illinois.edu,"Musicology, BMUS"
Johnny Test14635,jt14635@illinois.edu,"Information Systems, BS"
Johnny Test16710,jt16710@illinois.edu,"Latina/Latino Studies, BALAS"
Johnny Test50013,jt50013@illinois.edu,"History, PhD"
Johnny Test2315,jt2315@illinois.edu,"Computer Science, BS"
Johnny Test34231,jt34231@illinois.edu,"Spanish, BALAS"
Johnny Test51871,jt51871@illinois.edu,"Music Education, MME"
Johnny Test9420,jt9420@illinois.edu,"Advertising, BS"
Johnny Test26569,jt26569@illinois.edu,"Religion, BALAS"
Johnny Test28489,jt28489@illinois.edu,"Crop Sciences, BS"
Johnny Test19804,jt19804@illinois.edu,"Dance, BFA"
Johnny Test23427,jt23427@illinois.edu,"Italian, BALAS"
Johnny Test38858,jt38858@illinois.edu,"Sustainable Urban Design, MSUD"
Johnny Test42936,jt42936@illinois.edu,"VMS - Veterinary Clinical Medicine, MS"
Johnny Test14632,jt14632@illinois.edu,"Statistics, BSLAS"
Johnny Test5561,jt5561@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test53988,jt53988@illinois.edu,"Animal Sciences, MS"
Johnny Test5874,jt5874@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test47107,jt47107@illinois.edu,"Russian, East European, & Eurasian Studies, MA"
Johnny Test15443,jt15443@illinois.edu,"Actuarial Science, BSLAS"
Johnny Test36519,jt36519@illinois.edu,"Human Development & Family Studies, BS"
Johnny Test43204,jt43204@illinois.edu,"Anthropology, PhD"
Johnny Test26045,jt26045@illinois.edu,"Civil Engineering, BS"
Johnny Test35110,jt35110@illinois.edu,"Sustainability in Food & Environmental Systems, BS"
Johnny Test45135,jt45135@illinois.edu,"Accountancy, MS"
Johnny Test28952,jt28952@illinois.edu,Teacher Education (K-12)
Johnny Test29501,jt29501@illinois.edu,"Sociology, BALAS"
Johnny Test20643,jt20643@illinois.edu,"Supply Chain Management, BS"
Johnny Test33311,jt33311@illinois.edu,"Instrumental Music, BMUS"
Johnny Test29607,jt29607@illinois.edu,"Early Childhood Education, BS"
Johnny Test4151,jt4151@illinois.edu,"Electrical & Computer Engineering, MS"
Johnny Test7573,jt7573@illinois.edu,"Strategy, Innovation and Entrepreneurship, BS"
Johnny Test1274,jt1274@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test40878,jt40878@illinois.edu,"Philosophy, MA"
Johnny Test14479,jt14479@illinois.edu,"Jazz Performance, BMUS"
Johnny Test18950,jt18950@illinois.edu,"Econometrics & Quantitative Economics, BSLAS"
Johnny Test31474,jt31474@illinois.edu,"Bioengineering, BS"
Johnny Test23362,jt23362@illinois.edu,"Social Work, BSW"
Johnny Test25749,jt25749@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test8590,jt8590@illinois.edu,"Operations Management, BS"
Johnny Test29481,jt29481@illinois.edu,"Crop Sciences, BS"
Johnny Test46695,jt46695@illinois.edu,"Industrial Design, MDes"
Johnny Test36048,jt36048@illinois.edu,"Chemistry, BSLAS"
Johnny Test33114,jt33114@illinois.edu,"Industrial Engineering, BS"
Johnny Test31645,jt31645@illinois.edu,"Lyric Theatre, BMA"
Johnny Test2885,jt2885@illinois.edu,"Computer Science + Chemistry, BSLAS"
Johnny Test50166,jt50166@illinois.edu,"Mechanical Engineering, MS"
Johnny Test5556,jt5556@illinois.edu,"Computer Science, PhD"
Johnny Test41862,jt41862@illinois.edu,"Physics, MS"
Johnny Test16408,jt16408@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test9965,jt9965@illinois.edu,"Kinesiology, BS & Dance, BA"
Johnny Test15472,jt15472@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test21353,jt21353@illinois.edu,"Hospitality Management, BS"
Johnny Test45020,jt45020@illinois.edu,"Portuguese, PhD"
Johnny Test44587,jt44587@illinois.edu,"Materials Engineering, MENG"
Johnny Test28114,jt28114@illinois.edu,"Classics, BALAS"
Johnny Test49881,jt49881@illinois.edu,"Law, MSL"
Johnny Test40163,jt40163@illinois.edu,"Industrial Design, MDes"
Johnny Test52697,jt52697@illinois.edu,"Predictive Analytics and Risk Management, MS"
Johnny Test36201,jt36201@illinois.edu,"Earth, Society, & Environmental Sustainability, BSLAS"
Johnny Test3491,jt3491@illinois.edu,"Computer Science + Education, BS"
Johnny Test30608,jt30608@illinois.edu,"Musicology, BMUS"
Johnny Test54782,jt54782@illinois.edu,"Mechanical Engineering, PhD"
Johnny Test18960,jt18960@illinois.edu,Art Undeclared
Johnny Test17249,jt17249@illinois.edu,"Bioengineering, BS"
Johnny Test12235,jt12235@illinois.edu,"Teaching of German, BA"
Johnny Test43678,jt43678@illinois.edu,"Educational Psychology, PhD"
Johnny Test35607,jt35607@illinois.edu,"Communication, BALAS"
Johnny Test23020,jt23020@illinois.edu,"Agricultural & Consumer Economics, BS"
Johnny Test15440,jt15440@illinois.edu,"Electrical Engineering, BS"
Johnny Test7045,jt7045@illinois.edu,"Instrumental Music, BMUS"
Johnny Test16957,jt16957@illinois.edu,"Astronomy, BSLAS"
Johnny Test25654,jt25654@illinois.edu,"Latina/Latino Studies, BALAS"
Johnny Test49800,jt49800@illinois.edu,"Education Policy, Organization & Leadership, PhD"
Johnny Test45714,jt45714@illinois.edu,"Health Administration, MHA"
Johnny Test25154,jt25154@illinois.edu,Chemistry Teaching
Johnny Test4653,jt4653@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test22473,jt22473@illinois.edu,"Early Childhood Education, BS"
Johnny Test32111,jt32111@illinois.edu,"Landscape Architecture, BLA"
Johnny Test31844,jt31844@illinois.edu,"Statistics, BSLAS"
Johnny Test12977,jt12977@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test11609,jt11609@illinois.edu,"German (Teaching), BA"
Johnny Test46995,jt46995@illinois.edu,"Sustainable Urban Management, MS"
Johnny Test38790,jt38790@illinois.edu,"Business Administration, MBA (Online iMBA)"
Johnny Test14487,jt14487@illinois.edu,"Sociology, BALAS"
Johnny Test30837,jt30837@illinois.edu,"Political Science, BALAS"
Johnny Test15622,jt15622@illinois.edu,"Agricultural & Consumer Economics, BS"
Johnny Test14959,jt14959@illinois.edu,"African American Studies, BALAS"
Johnny Test54845,jt54845@illinois.edu,"Art Education, MA"
Johnny Test53371,jt53371@illinois.edu,"Art & Design, MFA"
Johnny Test15116,jt15116@illinois.edu,"Geology, BS"
Johnny Test31570,jt31570@illinois.edu,"Astrophysics, BSLAS"
Johnny Test17454,jt17454@illinois.edu,"Journalism, BS"
Johnny Test39599,jt39599@illinois.edu,"Elementary Education, EdM"
Johnny Test22217,jt22217@illinois.edu,"Studio Art, BASA"
Johnny Test9571,jt9571@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test41255,jt41255@illinois.edu,"Agricultural & Applied Economics, MAAE"
Johnny Test21235,jt21235@illinois.edu,"Linguistics, BALAS"
Johnny Test5708,jt5708@illinois.edu,"Computer Science, MCS"
Johnny Test42444,jt42444@illinois.edu,"Systems & Entrepreneurial Engineering, PhD"
Johnny Test43940,jt43940@illinois.edu,"Educational Psychology, PhD"
Johnny Test8270,jt8270@illinois.edu,"Political Science, BALAS"
Johnny Test6918,jt6918@illinois.edu,"Secondary Education, BS"
Johnny Test15876,jt15876@illinois.edu,"Aerospace Engineering, BS"
Johnny Test43018,jt43018@illinois.edu,"Linguistics, PhD"
Johnny Test53305,jt53305@illinois.edu,"Atmospheric Sciences, MS"
Johnny Test54908,jt54908@illinois.edu,"Strategic Brand Communication, MS"
Johnny Test35299,jt35299@illinois.edu,"Food Science, BS"
Johnny Test1959,jt1959@illinois.edu,"Computer Science + Chemistry, BSLAS"
Johnny Test26878,jt26878@illinois.edu,"Athletic Training, BS"
Johnny Test21819,jt21819@illinois.edu,"Hospitality Management, BS"
